FID,OBJECTID,SHAPE,KRANKENHAUS_BEZEICHNUNG,ABTEILUNG,BEZEICHNUNG,WEBLINK1,ADRESSE,BEZIRK,TELEFON,SE_ANNO_CAD_DATA
AMBULANZOGD.795,795,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Neurologie,Klinische Neurophysiologie,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1976,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-31240,
AMBULANZOGD.796,796,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Neurologie,Kopfschmerzambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1982,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-31240,
AMBULANZOGD.797,797,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Neurologie,Multiple Sklerose Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1983,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-31240,
AMBULANZOGD.798,798,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Neurologie,Myasthenie Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1985,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-31240,
AMBULANZOGD.799,799,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Neurologie,Neuropsychologie,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1977,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-31240,
AMBULANZOGD.800,800,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Neurologie,Polyneuropathie-Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=3209,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-31240,
AMBULANZOGD.801,801,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Neurologie,Spezialambulanz für Schwindel und Gleichgewichtsstörungen,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=3210,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-31240,
AMBULANZOGD.802,802,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Notfallmedizin,Notfallambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2001,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-39640,
AMBULANZOGD.803,803,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Orthopädie,Neuromuskuläre Fußambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=3185,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-40800,
AMBULANZOGD.804,804,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Orthopädie,Spezialambulanz für Endoprothetik,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2012,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-40800,
AMBULANZOGD.805,805,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Orthopädie,Spezialambulanz für Extremitätendeformitäten,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=3104,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-40800,
AMBULANZOGD.806,806,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Orthopädie,Spezialambulanz für Fuß,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=3103,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-40800,
AMBULANZOGD.807,807,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Orthopädie,Spezialambulanz für Hand,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=3102,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-40800,
AMBULANZOGD.808,808,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Orthopädie,Spezialambulanz für Hüfte,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=3101,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-40800,
AMBULANZOGD.809,809,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Orthopädie,Spezialambulanz für Kinderorthopädie,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2010,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-40800,
AMBULANZOGD.810,810,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Orthopädie,Spezialambulanz für Klumpfuß,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=3106,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-40800,
AMBULANZOGD.811,811,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Orthopädie,Spezialambulanz für Knie,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=3100,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-40800,
AMBULANZOGD.812,812,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Orthopädie,Spezialambulanz für Knochen- und Weichteilsarkome,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=3372,"9., Währinger Gürtel 18-20",9,,
AMBULANZOGD.813,813,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Orthopädie,Spezialambulanz für Knorpelschäden,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2016,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-40800,
AMBULANZOGD.814,814,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Orthopädie,Spezialambulanz für komplexe Revisionen und Extremitätenrekonstruktionen,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=3105,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-40800,
AMBULANZOGD.815,815,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Orthopädie,Spezialambulanz für orthopädische Schmerztherapie,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2009,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-40800,
AMBULANZOGD.816,816,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Orthopädie,Spezialambulanz für Rehabilitation und Prothetik,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2017,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-40800,
AMBULANZOGD.817,817,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Orthopädie,Spezialambulanz für Rheumaorthopädie,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2013,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-40800,
AMBULANZOGD.818,818,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Orthopädie,Spezialambulanz für Schulter und Ellbogen,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2014,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-40800,
AMBULANZOGD.819,819,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Orthopädie,Spezialambulanz für Skoliose und Wirbelsäulendeformitäten,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=3099,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-40800,
AMBULANZOGD.820,820,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Orthopädie,Spezialambulanz für Sportchirurgie Knie,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2818,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-40800,
AMBULANZOGD.821,821,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Orthopädie,Spezialambulanz für Sportorthopädie,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2015,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-40800,
AMBULANZOGD.822,822,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Orthopädie,Spezialambulanz für Tumororthopädie,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2018,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-40800,
AMBULANZOGD.823,823,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Orthopädie,Spezialambulanz für Wirbelsäule,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2019,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-40800,
AMBULANZOGD.824,824,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Physikalische Medizin und Rehabilitation,Ambulanz für Medizinische Trainingslehre und Medizinische Trainingstherapie,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2941,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-23090,
AMBULANZOGD.825,825,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Physikalische Medizin und Rehabilitation,Ambulanz für Onkologische Rehabilitation,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2026,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-23090,
AMBULANZOGD.826,826,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Physikalische Medizin und Rehabilitation,"Ambulanz für Osteoporose, rheumatische Erkrankungen und Wirbelsäulenschmerz",http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2027,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-23090,
AMBULANZOGD.827,827,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Physikalische Medizin und Rehabilitation,Ambulanz für Schmerzpatienten,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2021,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-23090,
AMBULANZOGD.828,828,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Physikalische Medizin und Rehabilitation,Ambulanz für Wirbelsäulenstörungen und Dekonditionierungssyndrome,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=3066,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-23080,
AMBULANZOGD.829,829,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Physikalische Medizin und Rehabilitation,Ambulanz zur dynamometr. Kraftmessung,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2022,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-23090,
AMBULANZOGD.830,830,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Physikalische Medizin und Rehabilitation,Beckenbodenambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2023,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-23080,
AMBULANZOGD.831,831,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Physikalische Medizin und Rehabilitation,Elektrophysiologische Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2596,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-23090,
AMBULANZOGD.832,832,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Physikalische Medizin und Rehabilitation,Funktionelle Fußambulanz/Pedobarographie,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2024,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-23090,
AMBULANZOGD.833,833,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Physikalische Medizin und Rehabilitation,Ganganalyse-Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2025,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-23090,
AMBULANZOGD.834,834,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Physikalische Medizin und Rehabilitation,Hauptambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2020,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-23090,
AMBULANZOGD.835,835,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Physikalische Medizin und Rehabilitation,Physikalische Funktionsdiagnostik des Gefäßsystems,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2028,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-23090,
AMBULANZOGD.836,836,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Physikalische Medizin und Rehabilitation,Reflextherapeutische Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2029,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-23090,
AMBULANZOGD.837,837,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Physikalische Medizin und Rehabilitation,Sportambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2030,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-23090,
AMBULANZOGD.838,838,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Physikalische Medizin und Rehabilitation,Thermographieambulanz für Sudeck- und Raynaudpatienten,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2031,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-23090,
AMBULANZOGD.839,839,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Psychoanalyse und Psychotherapie,Allgemeine Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2088,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-36350,
AMBULANZOGD.840,840,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Psychoanalyse und Psychotherapie,Psychosomatische Frauenambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2090,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-29040,
AMBULANZOGD.715,715,POINT (16.278564757374582 48.20741805176079),Sozialmedizinisches Zentrum Baumgartner Höhe Otto-Wagner-Spital und Pflegezentrum,Orthopädisches Zentrum<br />Orthopädische Ambulanz,Ambulanz für Ultraschall der Säuglingshüfte,http://www.wienkav.at/kav/ows/Medstellen_Anzeigen.asp?id=1057,"14., Baumgartner Höhe 1",14,(+43 1) 910 60-43865,
AMBULANZOGD.716,716,POINT (16.278564757374582 48.20741805176079),Sozialmedizinisches Zentrum Baumgartner Höhe Otto-Wagner-Spital und Pflegezentrum,Orthopädisches Zentrum<br />Orthopädische Ambulanz,"Spezialambulanzen | Mo: Wirbelsäule, Di: Rheuma, Mi: Fuß, Do: Schulter, Fr: Sport",http://www.wienkav.at/kav/ows/Medstellen_Anzeigen.asp?id=1056,"14., Baumgartner Höhe 1",14,(+43 1) 910 60-43865,
AMBULANZOGD.717,717,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,,Ambulanz für Hygiene,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=3287,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-19040,
AMBULANZOGD.718,718,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Augenheilkunde und Optometrie,Ambulanz für Äußere Augenkrankheiten,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1770,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-79000,
AMBULANZOGD.719,719,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Augenheilkunde und Optometrie,Ambulanz für diabetische Retinopathie,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1775,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-79110,
AMBULANZOGD.720,720,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Augenheilkunde und Optometrie,Ambulanz für Diagnostik und Therapie von Makulaerkrankungen,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2373,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-79370,
AMBULANZOGD.721,721,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Augenheilkunde und Optometrie,Ambulanz für Echographie und Echobiometrie,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1776,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-79550,
AMBULANZOGD.722,722,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Augenheilkunde und Optometrie,Ambulanz für erbliche Netzhauterkrankungen - Elektrophysiologie,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1787,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-79080,
AMBULANZOGD.723,723,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Augenheilkunde und Optometrie,Ambulanz für Hornhauterkrankungen und spezielle Implantatchirurgie,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1790,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-79110,
AMBULANZOGD.724,724,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Augenheilkunde und Optometrie,Ambulanz für Innere Augenkrankheiten,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1771,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-79000,
AMBULANZOGD.725,725,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Augenheilkunde und Optometrie,Ambulanz für intraokulare Kunstlinsen und Biometrie,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1781,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-79110,
AMBULANZOGD.726,726,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Augenheilkunde und Optometrie,Ambulanz für intraokulare Tumoren,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1782,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-79110,
AMBULANZOGD.727,727,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Augenheilkunde und Optometrie,Ambulanz für okuloplastische Chirurgie und Tränenwegskrankheiten,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1784,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-79110,
AMBULANZOGD.728,728,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Augenheilkunde und Optometrie,Ambulanz für pädiatrische Ophthalmo-Chirurgie,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1788,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-79110,
AMBULANZOGD.729,729,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Augenheilkunde und Optometrie,Ambulanz für pädiatrische Ophthalmologie und Strabismus,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1785,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-79080,
AMBULANZOGD.730,730,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Augenheilkunde und Optometrie,Ambulanz für Refraktive Chirurgie,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2388,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-79110,
AMBULANZOGD.731,731,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Augenheilkunde und Optometrie,Ambulanz für Uveitis und intraokulare Entzündungen,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1794,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-79110,
AMBULANZOGD.732,732,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Augenheilkunde und Optometrie,Augen-Notfallambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=3093,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-79000,
AMBULANZOGD.733,733,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Augenheilkunde und Optometrie,Glaukomambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1789,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-79110,
AMBULANZOGD.734,734,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Augenheilkunde und Optometrie,Konservative und chirurgische Augenheilkunde,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2377,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-79310,
AMBULANZOGD.735,735,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Augenheilkunde und Optometrie,Makula und Netzhaut-Ambulanz - Vitreoretinale Chirurgie,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2578,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-79370,
AMBULANZOGD.736,736,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Augenheilkunde und Optometrie,Neuroophthalmologische Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1792,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-79110,
AMBULANZOGD.738,738,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Blutgruppenserologie und Transfusionsmedizin,Pherese,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1796,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-53220,
AMBULANZOGD.739,739,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Chirurgie,Beckenbodenambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=3322,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-69040,
AMBULANZOGD.740,740,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Chirurgie,Perioperative Interne Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=3290,"9., Währinger Gürtel 18-20",9,,
AMBULANZOGD.741,741,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Chirurgie,Refluxambulanz - Chirurgische Funktionsdiagnostik,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=3321,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-35950,
AMBULANZOGD.742,742,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Chirurgie,Spezialambulanz für anorektale Erkrankungen,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=3345,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-68300,
AMBULANZOGD.743,743,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Chirurgie,Spezialambulanz für Kinderurologie,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=3364,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-68300,
AMBULANZOGD.744,744,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Dermatologie,Kollagenosen-Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=3320,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-7720,
AMBULANZOGD.746,746,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Innere Medizin I,Knochenmarktransplantationsambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1740,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-25400,
